"Invoice_Number","Line_Item_Number","Customer_Number","Invoice_Date","Transaction_Type","Product_Number","Product_Class","Quantity_Sold","Sale_Price","Sales_Tax","Total_Amount"
"18350","01","503458","04/11/2016","IN","080123938","08",30,5.99,12.58,192.28
"18350","02","503458","04/11/2016","IN","040220074","04",37,79.98,207.15,3166.41
"18350","03","503458","04/11/2016","IN","040225934","04",17,6.97,8.29,126.78
"18350","04","503458","04/11/2016","IN","030412553","03",20,15.99,22.39,342.19
"18350","05","503458","04/11/2016","IN","030412903","03",7,3.49,1.71,26.14
"18350","06","503458","04/11/2016","IN","130305603","13",35,22.98,56.30,860.60
"18350","07","503458","04/11/2016","IN","010226620","01",33,16.00,36.96,564.96
"18351","01","376005","04/11/2016","IN","010226620","01",33,16.00,25.08,553.08
"18352","01","376005","04/11/2016","IN","010226620","01",33,16.00,25.08,553.08
"18352","02","376005","04/11/2016","IN","080123438","08",19,3.12,2.82,62.10
"18352","03","376005","04/11/2016","IN","024195262","02",28,6.98,9.28,204.72
"18352","04","376005","04/11/2016","IN","060102106","06",31,32.98,48.56,1070.94
"18352","05","376005","04/11/2016","IN","060100316","06",19,8.98,8.10,178.72
"18352","06","376005","04/11/2016","IN","060221506","06",36,12.99,22.21,489.85
"18352","07","376005","04/11/2016","IN","040225934","04",17,6.97,5.63,124.12
"18352","08","376005","04/11/2016","IN","040241314","04",37,25.98,45.66,1006.92
"18352","09","376005","04/11/2016","IN","040277154","04",33,51.98,81.48,1796.82
"18352","10","376005","04/11/2016","IN","030364163","03",37,69.98,122.99,2712.25
"18352","11","376005","04/11/2016","IN","024133112","02",21,13.93,13.90,306.43
"18352","12","376005","04/11/2016","IN","090501541","09",31,5.97,8.79,193.86
"18352","13","376005","04/11/2016","IN","090507811","09",30,16.98,24.20,533.60
"18352","14","376005","04/11/2016","IN","010155160","01",34,13.99,22.59,498.25
"18352","15","376005","04/11/2016","IN","052720615","05",20,49.88,47.39,1044.99
"18352","16","376005","04/11/2016","IN","030302903","03",38,16.93,30.56,673.90
"18352","17","376005","04/11/2016","IN","090501051","09",26,9.99,12.34,272.08
"18352","18","376005","04/11/2016","IN","090010011","09",32,0.99,1.50,33.18
"18352","19","376005","04/11/2016","IN","010311990","01",29,3.99,5.50,121.21
"18352","20","376005","04/11/2016","IN","010134420","01",31,3.98,5.86,129.24
"18352","21","376005","04/11/2016","IN","080106218","08",35,2.98,4.95,109.25
"18352","22","376005","04/11/2016","IN","180122158","18",18,5.09,4.35,95.97
"18353","01","301037","04/11/2016","IN","052720615","05",20,49.88,69.83,1067.43
"18353","02","301037","04/11/2016","IN","052204515","05",28,10.00,19.60,299.60
"18353","03","301037","04/11/2016","IN","080123968","08",37,3.02,7.82,119.56
"18353","04","301037","04/11/2016","IN","080512778","08",35,46.87,114.83,1755.28
"18354","01","994403","04/11/2016","IN","080512778","08",70,46.87,95.14,3376.04
"18354","02","994403","04/11/2016","IN","080126058","08",33,0.49,0.47,16.64
"18354","03","994403","04/11/2016","IN","080123438","08",19,3.12,1.72,61.00
"18354","04","994403","04/11/2016","IN","080935428","08",29,58.98,49.60,1760.02
"18354","05","994403","04/11/2016","IN","024100312","02",22,10.92,6.97,247.21
"18354","06","994403","04/11/2016","IN","024106512","02",62,18.99,34.14,1211.52
"18354","07","994403","04/11/2016","IN","060112276","06",22,12.98,8.28,293.84
"18354","08","994403","04/11/2016","IN","040232194","04",2,89.98,5.22,185.18
"18354","09","994403","04/11/2016","IN","070104397","07",17,9.99,4.93,174.76
"18354","10","994403","04/11/2016","IN","060102096","06",50,54.85,79.54,2822.04
"18354","11","994403","04/11/2016","IN","090010011","09",32,0.99,0.92,32.60
"18354","12","994403","04/11/2016","IN","010119040","01",37,13.99,15.01,532.64
"18354","13","994403","04/11/2016","IN","080938748","08",33,3.12,2.99,105.95
"18354","14","994403","04/11/2016","IN","024144812","02",10,14.95,4.34,153.84
"18354","15","994403","04/11/2016","IN","024139372","02",26,7.93,5.98,212.16
"18354","16","994403","04/11/2016","IN","030324883","03",37,14.98,16.07,570.33
"18354","17","994403","04/11/2016","IN","040240284","04",30,9.69,8.43,299.13
"18354","18","994403","04/11/2016","IN","030412553","03",20,15.99,9.27,329.07
"18354","19","994403","04/11/2016","IN","030364163","03",74,69.98,150.18,5328.70
"18354","20","994403","04/11/2016","IN","030934423","03",27,7.79,6.10,216.43
"18354","21","994403","04/11/2016","IN","090069591","09",21,52.98,32.26,1144.84
"18354","22","994403","04/11/2016","IN","090081001","09",23,79.50,53.03,1881.53
"18354","23","994403","04/11/2016","IN","010102840","01",24,64.83,45.12,1601.04
"18355","01","230575","04/11/2016","IN","030324883","03",37,14.98,28.43,582.69
"18355","02","230575","04/11/2016","IN","060221676","06",18,4.99,4.61,94.43
"18355","03","230575","04/11/2016","IN","040240284","04",30,9.69,14.91,305.61
"18355","04","230575","04/11/2016","IN","040241314","04",37,25.98,49.31,1010.57
"18355","05","230575","04/11/2016","IN","040277154","04",33,51.98,88.00,1803.34
"18355","06","230575","04/11/2016","IN","030303343","03",33,12.98,21.97,450.31
"18355","07","230575","04/11/2016","IN","090509561","09",22,1.98,2.23,45.79
"18355","08","230575","04/11/2016","IN","090669611","09",34,18.02,31.43,644.11
"18355","09","230575","04/11/2016","IN","010134420","01",31,3.98,6.33,129.71
"18355","10","230575","04/11/2016","IN","030302303","03",26,54.95,73.29,1501.99
"18355","11","230575","04/11/2016","IN","090507811","09",30,16.98,26.13,535.53
"18355","12","230575","04/11/2016","IN","010551340","01",15,5.99,4.61,94.46
"18355","13","230575","04/11/2016","IN","080935298","08",22,27.98,31.58,647.14
"18355","14","230575","04/11/2016","IN","024106512","02",31,18.99,30.20,618.89
"18355","15","230575","04/11/2016","IN","024188432","02",28,32.87,47.21,967.57
"18355","16","230575","04/11/2016","IN","024139372","02",26,7.93,10.58,216.76
"18355","17","230575","04/11/2016","IN","060100356","06",23,7.98,9.42,192.96
"18356","01","207275","04/12/2016","IN","010134420","01",31,3.98,7.34,130.72
"18356","02","207275","04/12/2016","IN","090669611","09",34,18.02,36.45,649.13
"18356","03","207275","04/12/2016","IN","010119040","01",37,13.99,30.80,548.43
"18356","04","207275","04/12/2016","IN","024128812","02",17,2.95,2.98,53.13
"18356","05","207275","04/12/2016","IN","060112276","06",44,12.98,33.98,605.10
"18356","06","207275","04/12/2016","IN","060102086","06",22,44.89,58.76,1046.34
"18356","07","207275","04/12/2016","IN","060200306","06",36,16.98,36.37,647.65
"18356","08","207275","04/12/2016","IN","060100336","06",12,9.99,7.13,127.01
"18356","09","207275","04/12/2016","IN","060221506","06",72,12.99,55.64,990.92
"18356","10","207275","04/12/2016","IN","040241314","04",37,25.98,57.20,1018.46
"18356","11","207275","04/12/2016","IN","010226620","01",33,16.00,31.42,559.42
"18356","12","207275","04/12/2016","IN","040277154","04",33,51.98,102.06,1817.40
"18356","13","207275","04/12/2016","IN","030414313","03",23,59.98,82.08,1461.62
"18356","14","207275","04/12/2016","IN","030303403","03",29,5.29,9.13,162.54
"18356","15","207275","04/12/2016","IN","030309373","03",30,16.98,30.31,539.71
"18356","16","207275","04/12/2016","IN","090081001","09",23,79.50,108.80,1937.30
"18356","17","207275","04/12/2016","IN","080435438","08",36,51.98,111.34,1982.62
"18356","18","207275","04/12/2016","IN","024133112","02",21,13.93,17.41,309.94
"18356","19","207275","04/12/2016","IN","024130572","02",22,7.50,9.82,174.82
"18356","20","207275","04/12/2016","IN","052204525","05",34,12.01,24.30,432.64
"18356","21","207275","04/12/2016","IN","080102918","08",50,0.44,1.30,23.30
"18356","22","207275","04/12/2016","IN","180122158","18",36,5.09,10.90,194.14
"18356","23","207275","04/12/2016","IN","024144812","02",10,14.95,8.90,158.40
"18356","24","207275","04/12/2016","IN","060100356","06",23,7.98,10.92,194.46
"18356","25","207275","04/12/2016","IN","040220074","04",37,79.98,176.08,3135.34
"18356","26","207275","04/12/2016","IN","090501541","09",31,5.97,11.01,196.08
"18357","01","207275","04/13/2016","IN","010119040","01",37,13.99,30.80,548.43
"18357","02","207275","04/13/2016","IN","060102096","06",50,54.85,163.18,2905.68
"18357","03","207275","04/13/2016","IN","060221496","06",30,13.05,23.29,414.79
"18357","04","207275","04/13/2016","IN","040220074","04",37,79.98,176.08,3135.34
"18357","05","207275","04/13/2016","IN","040247034","04",15,18.93,16.90,300.85
"18357","06","207275","04/13/2016","IN","040276054","04",13,47.98,37.11,660.85
"18357","07","207275","04/13/2016","IN","040270354","04",14,19.98,16.64,296.36
"18357","08","207275","04/13/2016","IN","030321683","03",10,2.58,1.54,27.34
"18357","09","207275","04/13/2016","IN","030303413","03",8,4.71,2.24,39.92
"18357","10","207275","04/13/2016","IN","130305603","13",35,22.98,47.86,852.16
"18357","11","207275","04/13/2016","IN","030302903","03",19,16.93,19.14,340.81
"18357","12","207275","04/13/2016","IN","052530155","05",12,0.04,0.03,0.51
"18357","13","207275","04/13/2016","IN","090504761","09",16,12.98,12.36,220.04
"18357","14","207275","04/13/2016","IN","010102710","01",34,7.99,16.16,287.82
"18357","15","207275","04/13/2016","IN","052484435","05",37,3.79,8.34,148.57
"18357","16","207275","04/13/2016","IN","080512778","08",35,46.87,97.61,1738.06
"18357","17","207275","04/13/2016","IN","060102086","06",22,44.89,58.76,1046.34
"18357","18","207275","04/13/2016","IN","040225014","04",25,10.98,16.33,290.83
"18357","19","207275","04/13/2016","IN","030321663","03",8,1.69,0.80,14.32
"18357","20","207275","04/13/2016","IN","030322303","03",5,2.28,0.68,12.08
"18357","21","207275","04/13/2016","IN","052204515","05",28,10.00,16.66,296.66
"18357","22","207275","04/13/2016","IN","030309373","03",30,16.98,30.31,539.71
"18357","23","207275","04/13/2016","IN","080938748","08",33,3.12,6.13,109.09
"18357","24","207275","04/13/2016","IN","080123968","08",37,3.02,6.65,118.39
"18357","25","207275","04/13/2016","IN","080435438","08",36,51.98,111.34,1982.62
"18357","26","207275","04/13/2016","IN","024128712","02",36,1.19,2.55,45.39
"18357","27","207275","04/13/2016","IN","024108612","02",27,17.95,28.84,513.49
"18357","28","207275","04/13/2016","IN","024139372","02",52,7.93,24.54,436.90
"18358","01","501657","04/13/2016","IN","030309373","03",60,16.98,63.68,1082.48
"18358","02","501657","04/13/2016","IN","024139372","02",26,7.93,12.89,219.07
"18358","03","501657","04/13/2016","IN","060100316","06",19,8.98,10.66,181.28
"18358","04","501657","04/13/2016","IN","040225014","04",25,10.98,17.16,291.66
"18358","05","501657","04/13/2016","IN","030412553","03",20,15.99,19.99,339.79
"18358","06","501657","04/13/2016","IN","030412753","03",2,18.44,2.31,39.19
"18358","07","501657","04/13/2016","IN","090501541","09",31,5.97,11.57,196.64
"18358","08","501657","04/13/2016","IN","090504761","09",16,12.98,12.98,220.66
"18358","09","501657","04/13/2016","IN","090081001","09",23,79.50,114.28,1942.78
"18358","10","501657","04/13/2016","IN","010119040","01",37,13.99,32.35,549.98
"18358","11","501657","04/13/2016","IN","090507811","09",30,16.98,31.84,541.24
"18358","12","501657","04/13/2016","IN","052484435","05",37,3.79,8.76,148.99
"18358","13","501657","04/13/2016","IN","080123938","08",30,5.99,11.23,190.93
"18358","14","501657","04/13/2016","IN","024108612","02",27,17.95,30.29,514.94
"18358","15","501657","04/13/2016","IN","060112276","06",22,12.98,17.85,303.41
"18358","16","501657","04/13/2016","IN","030324883","03",37,14.98,34.64,588.90
"18358","17","501657","04/13/2016","IN","010134420","01",31,3.98,7.71,131.09
"18358","18","501657","04/13/2016","IN","024121332","02",12,3.70,2.78,47.18
"18359","01","513574","04/14/2016","IN","010119040","01",37,13.99,37.53,555.16
"18360","01","512328","04/14/2016","IN","010119040","01",37,13.99,36.23,553.86
"18360","02","512328","04/14/2016","IN","052204525","05",34,12.01,28.58,436.92
"18361","01","262001","04/14/2016","IN","052204525","05",34,12.01,27.97,436.31
"18361","02","262001","04/14/2016","IN","052484435","05",37,3.79,9.61,149.84
"18361","03","262001","04/14/2016","IN","080938748","08",33,3.12,7.05,110.01
"18362","01","812465","04/15/2016","IN","080938748","08",33,3.12,4.89,107.85
"18362","02","812465","04/15/2016","IN","040247034","04",15,18.93,13.49,297.44
"18362","03","812465","04/15/2016","IN","070104327","07",22,9.99,10.44,230.22
"18362","04","812465","04/15/2016","IN","030321663","03",8,1.69,0.64,14.16
"18362","05","812465","04/15/2016","IN","030934423","03",27,7.79,9.99,220.32
"18362","06","812465","04/15/2016","IN","030309373","03",30,16.98,24.20,533.60
"18362","07","812465","04/15/2016","IN","010134420","01",31,3.98,5.86,129.24
"18362","08","812465","04/15/2016","IN","052208805","05",26,8.00,9.88,217.88
"18362","09","812465","04/15/2016","IN","080102918","08",25,0.44,0.52,11.52
"18362","10","812465","04/15/2016","IN","080435438","08",36,51.98,88.89,1960.17
"18362","11","812465","04/15/2016","IN","080123938","08",30,5.99,8.54,188.24
"18362","12","812465","04/15/2016","IN","080935298","08",44,27.98,58.48,1289.60
"18362","13","812465","04/15/2016","IN","024128932","02",37,3.85,6.77,149.22
"18362","14","812465","04/15/2016","IN","024188432","02",28,32.87,43.72,964.08
"18362","15","812465","04/15/2016","IN","024130572","02",22,7.50,7.84,172.84
"18362","16","812465","04/15/2016","IN","023903712","02",20,14.95,14.20,313.20
"18362","17","812465","04/15/2016","IN","060102086","06",22,44.89,46.91,1034.49
"18362","18","812465","04/15/2016","IN","040240884","04",27,9.99,12.81,282.54
"18363","01","811002","04/15/2016","IN","080435438","08",72,51.98,149.70,3892.26
"18363","02","811002","04/15/2016","IN","090509931","09",31,10.98,13.62,354.00
"18363","03","811002","04/15/2016","IN","010226620","01",33,16.00,21.12,549.12
"18363","04","811002","04/15/2016","IN","080106218","08",35,2.98,4.17,108.47
"18363","05","811002","04/15/2016","IN","080100818","08",30,0.29,0.35,9.05
"18363","06","811002","04/15/2016","IN","024128932","02",37,3.85,5.70,148.15
"18363","07","811002","04/15/2016","IN","024188432","02",28,32.87,36.81,957.17
"18363","08","811002","04/15/2016","IN","024104312","02",14,13.50,7.56,196.56
"18363","09","811002","04/15/2016","IN","023946372","02",5,7.95,1.59,41.34
"18363","10","811002","04/15/2016","IN","024195262","02",28,6.98,7.82,203.26
"18363","11","811002","04/15/2016","IN","040277154","04",33,51.98,68.61,1783.95
"18363","12","811002","04/15/2016","IN","030934423","03",27,7.79,8.41,218.74
"18363","13","811002","04/15/2016","IN","130305603","13",35,22.98,32.17,836.47
"18364","01","419449","04/15/2016","IN","080435438","08",36,51.98,130.99,2002.27
"18364","02","419449","04/15/2016","IN","024100312","02",22,10.92,16.82,257.06
"18364","03","419449","04/15/2016","IN","060102106","06",31,32.98,71.57,1093.95
"18364","04","419449","04/15/2016","IN","060112296","06",6,14.98,6.29,96.17
"18364","05","419449","04/15/2016","IN","060102086","06",22,44.89,69.13,1056.71
"18364","06","419449","04/15/2016","IN","060100356","06",23,7.98,12.85,196.39
"18364","07","419449","04/15/2016","IN","040241314","04",37,25.98,67.29,1028.55
"18364","08","419449","04/15/2016","IN","070104327","07",22,9.99,15.38,235.16
"18364","09","419449","04/15/2016","IN","030414313","03",23,59.98,96.57,1476.11
"18364","10","419449","04/15/2016","IN","030309373","03",30,16.98,35.66,545.06
"18364","11","419449","04/15/2016","IN","024139372","02",52,7.93,28.86,441.22
"18364","12","419449","04/15/2016","IN","090507811","09",30,16.98,35.66,545.06
"18364","13","419449","04/15/2016","IN","090010011","09",32,0.99,2.22,33.90
"18364","14","419449","04/15/2016","IN","010134420","01",31,3.98,8.64,132.02
"18364","15","419449","04/15/2016","IN","010207220","01",27,5.79,10.94,167.27
"18364","16","419449","04/15/2016","IN","080124518","08",36,3.12,7.86,120.18
"18364","17","419449","04/15/2016","IN","024128932","02",37,3.85,9.97,152.42
"18364","18","419449","04/15/2016","IN","024130572","02",22,7.50,11.55,176.55
"18364","19","419449","04/15/2016","IN","040240284","04",30,9.69,20.35,311.05
"18364","20","419449","04/15/2016","IN","030412553","03",20,15.99,22.39,342.19
"18364","21","419449","04/15/2016","IN","040240884","04",27,9.99,18.88,288.61
"18364","22","419449","04/15/2016","IN","090501051","09",26,9.99,18.18,277.92
"18364","23","419449","04/15/2016","IN","070104177","07",44,10.04,30.92,472.68
"18364","24","419449","04/15/2016","IN","070104677","07",16,9.99,11.19,171.03
"18364","25","419449","04/15/2016","IN","090501551","09",23,2.99,4.81,73.58
"18364","26","419449","04/15/2016","IN","090509931","09",31,10.98,23.83,364.21
"18364","27","419449","04/15/2016","IN","052720305","05",32,50.00,112.00,1712.00
"18364","28","419449","04/15/2016","IN","080935298","08",22,27.98,43.09,658.65
"18365","01","097627","04/15/2016","IN","080435438","08",36,51.98,93.56,1964.84
"18365","02","097627","04/15/2016","IN","010311800","01",8,54.99,22.00,461.92
"18365","03","097627","04/15/2016","IN","010207220","01",27,5.79,7.82,164.15
"18365","04","097627","04/15/2016","IN","010102840","01",24,64.83,77.80,1633.72
"18365","05","097627","04/15/2016","IN","080102918","08",25,0.44,0.55,11.55
"18365","06","097627","04/15/2016","IN","060100316","06",19,8.98,8.53,179.15
"18365","07","097627","04/15/2016","IN","090509931","09",31,10.98,17.02,357.40
"18365","08","097627","04/15/2016","IN","090081001","09",23,79.50,91.43,1919.93
"18365","09","097627","04/15/2016","IN","024130572","02",22,7.50,8.25,173.25
"18365","10","097627","04/15/2016","IN","052720305","05",32,50.00,80.00,1680.00
"18365","11","097627","04/15/2016","IN","060100336","06",12,9.99,5.99,125.87
"18365","12","097627","04/15/2016","IN","060100356","06",23,7.98,9.18,192.72
"18365","13","097627","04/15/2016","IN","040240884","04",27,9.99,13.49,283.22
"18365","14","097627","04/15/2016","IN","040240664","04",36,39.98,71.96,1511.24
"18365","15","097627","04/15/2016","IN","024195262","02",28,6.98,9.77,205.21
"18365","16","097627","04/15/2016","IN","040220074","04",74,79.98,295.92,6214.44
"18365","17","097627","04/15/2016","IN","040241754","04",10,22.09,11.05,231.95
"18365","18","097627","04/15/2016","IN","040247034","04",15,18.93,14.20,298.15
"18365","19","097627","04/15/2016","IN","030302903","03",38,16.93,32.16,675.50
"18365","20","097627","04/15/2016","IN","090501541","09",62,5.97,18.50,388.64
"18365","21","097627","04/15/2016","IN","090509561","09",22,1.98,2.18,45.74
"18366","01","262001","04/15/2016","IN","040240664","04",72,39.98,197.18,3075.74
"18366","02","262001","04/15/2016","IN","060112356","06",4,20.00,5.48,85.48
"18366","03","262001","04/15/2016","IN","060102086","06",22,44.89,67.65,1055.23
"18366","04","262001","04/15/2016","IN","060221506","06",36,12.99,32.03,499.67
"18366","05","262001","04/15/2016","IN","040220074","04",37,79.98,202.71,3161.97
"18366","06","262001","04/15/2016","IN","040225014","04",25,10.98,18.80,293.30
"18366","07","262001","04/15/2016","IN","040270324","04",23,500.48,788.51,12299.55
"18366","08","262001","04/15/2016","IN","030414283","03",24,25.92,42.61,664.69
"18366","09","262001","04/15/2016","IN","090501541","09",31,5.97,12.68,197.75
"18366","10","262001","04/15/2016","IN","090508191","09",5,4.99,1.71,26.66
"18366","11","262001","04/15/2016","IN","070104397","07",17,9.99,11.63,181.46
"18366","12","262001","04/15/2016","IN","090669611","09",34,18.02,41.97,654.65
"18366","13","262001","04/15/2016","IN","080100818","08",30,0.29,0.60,9.30
"18366","14","262001","04/15/2016","IN","024130572","02",22,7.50,11.30,176.30
"18366","15","262001","04/15/2016","IN","024139372","02",26,7.93,14.12,220.30
"18366","16","262001","04/15/2016","IN","024195262","02",28,6.98,13.39,208.83
"18366","17","262001","04/15/2016","IN","060102116","06",12,34.83,28.63,446.59
"18366","18","262001","04/15/2016","IN","060200306","06",36,16.98,41.87,653.15
"18366","19","262001","04/15/2016","IN","070104177","07",22,10.04,15.13,236.01
"18366","20","262001","04/15/2016","IN","130305603","13",35,22.98,55.09,859.39
"18366","21","262001","04/15/2016","IN","010119040","01",37,13.99,35.46,553.09
"18366","22","262001","04/15/2016","IN","030302903","03",19,16.93,22.03,343.70
"18366","23","262001","04/15/2016","IN","010803760","01",38,6.99,18.20,283.82
"18366","24","262001","04/15/2016","IN","024133112","02",21,13.93,20.04,312.57
"18366","25","262001","04/15/2016","IN","024128712","02",36,1.19,2.93,45.77
"18366","26","262001","04/15/2016","IN","024128812","02",17,2.95,3.44,53.59
"18366","27","262001","04/15/2016","IN","023903712","02",40,14.95,40.96,638.96
"18366","28","262001","04/15/2016","IN","024144812","02",10,14.95,10.24,159.74
"18367","01","513574","04/18/2016","IN","010102710","01",34,7.99,19.70,291.36
"18367","02","513574","04/18/2016","IN","010310890","01",18,20.09,26.22,387.84
"18367","03","513574","04/18/2016","IN","010155150","01",30,12.99,28.25,417.95
"18367","04","513574","04/18/2016","IN","180122158","18",18,5.09,6.64,98.26
"18367","05","513574","04/18/2016","IN","080512778","08",35,46.87,118.93,1759.38
"18368","01","641464","04/18/2016","IN","080512778","08",35,46.87,90.22,1730.67
"18368","02","641464","04/18/2016","IN","090509561","09",22,1.98,2.40,45.96
"18368","03","641464","04/18/2016","IN","090010011","09",32,0.99,1.74,33.42
"18368","04","641464","04/18/2016","IN","024139372","02",26,7.93,11.34,217.52
"18368","05","641464","04/18/2016","IN","060102106","06",31,32.98,56.23,1078.61
"18368","06","641464","04/18/2016","IN","060200306","06",36,16.98,33.62,644.90
"18368","07","641464","04/18/2016","IN","060221506","06",36,12.99,25.72,493.36
"18368","08","641464","04/18/2016","IN","040243224","04",14,75.35,58.02,1112.92
"18368","09","641464","04/18/2016","IN","040241314","04",37,25.98,52.87,1014.13
"18368","10","641464","04/18/2016","IN","030322303","03",5,2.28,0.63,12.03
"18368","11","641464","04/18/2016","IN","030302303","03",26,54.95,78.58,1507.28
"18369","01","329169","04/18/2016","IN","090010011","09",32,0.99,2.22,33.90
"18369","02","329169","04/18/2016","IN","052210545","05",18,0.09,0.11,1.73
"18369","03","329169","04/18/2016","IN","080102918","08",25,0.44,0.77,11.77
"18369","04","329169","04/18/2016","IN","080126308","08",30,0.39,0.82,12.52
"18370","01","230575","04/20/2016","IN","080126308","08",30,0.39,0.60,12.30
"18370","02","230575","04/20/2016","IN","093788411","09",13,3.98,2.65,54.39
"18370","03","230575","04/20/2016","IN","090509931","09",31,10.98,17.46,357.84
"18370","04","230575","04/20/2016","IN","080435438","08",36,51.98,96.00,1967.28
"18370","05","230575","04/20/2016","IN","024128932","02",37,3.85,7.31,149.76
"18370","06","230575","04/20/2016","IN","024106512","02",31,18.99,30.20,618.89
"18370","07","230575","04/20/2016","IN","060102096","06",25,54.85,70.35,1441.60
"18370","08","230575","04/20/2016","IN","060102086","06",22,44.89,50.66,1038.24
"18370","09","230575","04/20/2016","IN","060100316","06",19,8.98,8.75,179.37
"18370","10","230575","04/20/2016","IN","060100336","06",12,9.99,6.15,126.03
"18370","11","230575","04/20/2016","IN","030309373","03",30,16.98,26.13,535.53
"18371","01","376005","04/20/2016","IN","090509931","09",31,10.98,16.17,356.55
"18371","02","376005","04/20/2016","IN","024108612","02",27,17.95,23.02,507.67
"18371","03","376005","04/20/2016","IN","010102710","01",34,7.99,12.90,284.56
"18371","04","376005","04/20/2016","IN","052204525","05",34,12.01,19.40,427.74
"18371","05","376005","04/20/2016","IN","080102628","08",15,8.99,6.41,141.26
"18371","06","376005","04/20/2016","IN","080126058","08",33,0.49,0.77,16.94
"18371","07","376005","04/20/2016","IN","080938748","08",33,3.12,4.89,107.85
"18371","08","376005","04/20/2016","IN","080935428","08",29,58.98,81.25,1791.67
"18371","09","376005","04/20/2016","IN","080512778","08",35,46.87,77.92,1718.37
"18371","10","376005","04/20/2016","IN","024188432","02",28,32.87,43.72,964.08
"18372","01","641464","04/21/2016","IN","024108612","02",27,17.95,26.66,511.31
"18372","02","641464","04/21/2016","IN","080435438","08",72,51.98,205.84,3948.40
"18372","03","641464","04/21/2016","IN","030302903","03",19,16.93,17.69,339.36
"18372","04","641464","04/21/2016","IN","093788411","09",13,3.98,2.85,54.59
"18372","05","641464","04/21/2016","IN","010119040","01",37,13.99,28.47,546.10
"18372","06","641464","04/21/2016","IN","052204515","05",28,10.00,15.40,295.40
"18372","07","641464","04/21/2016","IN","052484435","05",37,3.79,7.71,147.94
"18372","08","641464","04/21/2016","IN","052504005","05",18,4.80,4.75,91.15
"18372","09","641464","04/21/2016","IN","080123968","08",37,3.02,6.15,117.89
"18372","10","641464","04/21/2016","IN","080123438","08",19,3.12,3.26,62.54
"18372","11","641464","04/21/2016","IN","060102096","06",50,54.85,150.84,2893.34
"18372","12","641464","04/21/2016","IN","024128812","02",17,2.95,2.76,52.91
"18372","13","641464","04/21/2016","IN","060102116","06",12,34.83,22.99,440.95
"18372","14","641464","04/21/2016","IN","060221496","06",30,13.05,21.53,413.03
"18372","15","641464","04/21/2016","IN","060221506","06",36,12.99,25.72,493.36
"18372","16","641464","04/21/2016","IN","030309373","03",30,16.98,28.02,537.42
"18372","17","641464","04/21/2016","IN","010226620","01",33,16.00,29.04,557.04
"18372","18","641464","04/21/2016","IN","010551340","01",15,5.99,4.94,94.79
"18372","19","641464","04/21/2016","IN","060221676","06",18,4.99,4.94,94.76
"18372","20","641464","04/21/2016","IN","010207220","01",27,5.79,8.60,164.93
"18372","21","641464","04/21/2016","IN","040226054","04",36,10.95,21.68,415.88
"18372","22","641464","04/21/2016","IN","040240884","04",54,9.99,29.68,569.14
"18372","23","641464","04/21/2016","IN","130305603","13",35,22.98,44.24,848.54
"18372","24","641464","04/21/2016","IN","010102710","01",34,7.99,14.94,286.60
"18372","25","641464","04/21/2016","IN","052208805","05",26,8.00,11.44,219.44
"18372","26","641464","04/21/2016","IN","080126308","08",30,0.39,0.64,12.34
"18373","01","329169","04/21/2016","IN","023903712","02",20,14.95,20.93,319.93
"18373","02","329169","04/21/2016","IN","024139372","02",26,7.93,14.43,220.61
"18373","03","329169","04/21/2016","IN","024112162","02",13,6.49,5.91,90.28
"18373","04","329169","04/21/2016","IN","090501541","09",31,5.97,12.95,198.02
"18373","05","329169","04/21/2016","IN","090501051","09",26,9.99,18.18,277.92
"18374","01","264629","04/22/2016","IN","090501051","09",26,9.99,18.18,277.92
"18374","02","264629","04/22/2016","IN","030302303","03",26,54.95,100.01,1528.71
"18374","03","264629","04/22/2016","IN","090501551","09",23,2.99,4.81,73.58
"18374","04","264629","04/22/2016","IN","080102628","08",15,8.99,9.44,144.29
"18374","05","264629","04/22/2016","IN","080512778","08",35,46.87,114.83,1755.28
"18374","06","264629","04/22/2016","IN","024128932","02",37,3.85,9.97,152.42
"18374","07","264629","04/22/2016","IN","024106512","02",31,18.99,41.21,629.90
"18374","08","264629","04/22/2016","IN","024104312","02",14,13.50,13.23,202.23
"18374","09","264629","04/22/2016","IN","060221496","06",30,13.05,27.41,418.91
"18374","10","264629","04/22/2016","IN","090669611","09",34,18.02,42.89,655.57
"18374","11","264629","04/22/2016","IN","090069591","09",21,52.98,77.88,1190.46
"18374","12","264629","04/22/2016","IN","090010011","09",32,0.99,2.22,33.90
"18374","13","264629","04/22/2016","IN","010226620","01",33,16.00,36.96,564.96
"18374","14","264629","04/22/2016","IN","052204525","05",34,12.01,28.58,436.92
"18374","15","264629","04/22/2016","IN","052484415","05",7,6.64,3.25,49.73
"18374","16","264629","04/22/2016","IN","080124518","08",72,3.12,15.72,240.36
"18374","17","264629","04/22/2016","IN","030364163","03",37,69.98,181.25,2770.51
"18375","01","811002","04/22/2016","IN","060221496","06",30,13.05,15.66,407.16
"18375","02","811002","04/22/2016","IN","070104177","07",22,10.04,8.84,229.72
"18375","03","811002","04/22/2016","IN","030364163","03",37,69.98,103.57,2692.83
"18375","04","811002","04/22/2016","IN","052720615","05",20,49.88,39.90,1037.50
"18375","05","811002","04/22/2016","IN","052204525","05",34,12.01,16.33,424.67
